X,Y,Cluster
139641,557503,0
170816,547069,0
156474,570384,0
146678,558942,0
136569,532130,0
162124,500069,0
127503,623654,0
182854,534283,0
141222,572556,0
177665,557923,0
201907,516078,0
130249,579307,0
166560,559687,0
138220,560056,0
134725,537440,0
127940,590467,0
143592,606949,0
64979,538104,0
94061,576129,0
79285,554817,0
103192,550021,0
198823,538624,0
145758,562414,0
211584,591058,0
139451,549580,0
220224,592068,0
150404,539885,0
142767,538646,0
143912,595772,0
184412,537050,0
55359,623076,0
137197,556522,0
138461,558771,0
80673,566893,0
203667,577260,0
94249,600812,0
145244,561042,0
94458,533883,0
130201,562734,0
98675,580608,0
134422,544300,0
141771,551655,0
141924,558399,0
137316,562151,0
143363,551365,0
197849,575524,0
134261,519275,0
129997,568115,0
170494,560892,0
164453,544085,0
128788,546091,0
88703,577217,0
131109,568012,0
95074,570002,0
232047,522748,0
125548,552424,0
142563,560090,0
118391,553625,0
132497,593125,0
162713,586568,0
122296,566921,0
56907,586609,0
48143,523870,0
104489,542515,0
130582,565948,0
180633,570302,0
241485,523039,0
178005,594957,0
211266,534538,0
137680,555667,0
144401,565666,0
101722,535117,0
115781,594942,0
107160,530936,0
139978,587153,0
179931,536588,0
105353,589239,0
119496,543146,0
142575,517378,0
76661,531044,0
137699,556769,0
154964,554923,0
142516,559062,0
98525,579761,0
163925,576666,0
153326,558408,0
262846,559590,0
102898,592834,0
138349,554238,0
193502,557364,0
202175,495076,0
154162,536416,0
77875,516899,0
163477,561507,0
131874,552586,0
120357,560737,0
119535,551857,0
114108,540537,0
136059,558213,0
121786,564225,0
233105,591646,0
149760,577278,0
139237,548782,0
34795,606311,0
147663,555514,0
108512,525986,0
509279,180548,1
495165,163113,1
474652,193224,1
507786,199578,1
566666,195255,1
506012,178372,1
541435,206637,1
507311,177795,1
461701,188438,1
506069,169723,1
477155,161019,1
505044,180646,1
467697,168082,1
511868,170991,1
500225,177559,1
460616,174810,1
573755,218049,1
543616,144788,1
509804,175714,1
542311,161882,1
475944,189337,1
517750,199025,1
520952,169184,1
559076,190770,1
416763,96639,1
549384,208450,1
549147,171454,1
520880,200955,1
484348,202813,1
487472,166999,1
504728,174541,1
465734,114090,1
570266,188032,1
505584,176135,1
514739,189624,1
500589,181466,1
504096,192493,1
553118,165472,1
502511,205121,1
551798,221411,1
502737,174437,1
513181,177419,1
513010,141058,1
535564,177248,1
514551,176526,1
450030,169537,1
521152,152439,1
505512,203857,1
509928,184873,1
490271,216725,1
529931,180136,1
508228,220433,1
534461,178056,1
508551,174306,1
545365,210090,1
510414,142485,1
507895,177445,1
506288,177990,1
512560,224816,1
454160,102568,1
437116,148591,1
519003,160741,1
509173,178051,1
507674,147431,1
513562,229098,1
473361,185066,1
517580,170329,1
509285,174620,1
510496,174308,1
438860,114065,1
534702,244239,1
504755,150226,1
474135,199330,1
508907,173787,1
509651,149290,1
490956,124550,1
499637,194036,1
515856,148316,1
482568,159010,1
522728,184704,1
493070,189771,1
483807,198925,1
469656,153741,1
470041,102049,1
576965,187481,1
515230,149567,1
469470,189347,1
484678,123623,1
509554,186931,1
480787,147737,1
523036,123677,1
508144,167733,1
515450,173220,1
489378,172861,1
497406,125809,1
514173,139330,1
520809,176718,1
499009,205823,1
509773,148899,1
505117,141877,1
494698,176711,1
501334,163002,1
502500,176532,1
546565,151576,1
520878,209094,1
486891,175164,1
512241,169240,1
569692,182365,1
491382,122267,1
457033,127590,1
535453,200970,1
436641,55171,1
520845,176291,1
496130,178113,1
507473,227670,1
507092,175151,1
493714,173387,1
528826,154067,1
509951,176794,1
505400,160422,1
473316,162622,1
489504,146224,1
516888,152451,1
505128,175022,1
520819,181586,1
506812,167031,1
495032,203929,1
508789,174256,1
502302,210265,1
511106,122518,1
486997,164803,1
535787,199735,1
540364,163758,1
496006,191010,1
497454,172375,1
488330,173837,1
547076,156969,1
509956,141698,1
516084,178725,1
535034,172649,1
529858,213114,1
496384,166644,1
519201,139101,1
575022,213534,1
469404,181944,1
464672,193513,1
491609,180519,1
470314,178936,1
481067,172555,1
508797,176269,1
491145,206344,1
485361,169229,1
474527,107596,1
499643,171625,1
514722,190943,1
474641,81263,1
495995,160032,1
516963,174184,1
521006,163218,1
434581,123267,1
514876,182995,1
501416,172980,1
513991,165072,1
512900,219252,1
510739,121103,1
509522,174376,1
507862,172954,1
512716,181316,1
483423,111797,1
505603,147517,1
482628,171320,1
541790,172616,1
473649,178184,1
520763,250478,1
494000,189403,1
533931,173291,1
485110,150541,1
528679,199079,1
545699,174099,1
517495,186329,1
520461,173217,1
456821,105575,1
495388,156422,1
514934,219169,1
508989,168995,1
500474,169746,1
504511,149234,1
467144,147308,1
512733,174091,1
452791,156805,1
488800,197919,1
593887,210595,1
561725,168220,1
528011,201615,1
514428,222503,1
512051,145220,1
472054,129986,1
507959,166780,1
518068,137556,1
561110,219865,1
563315,215613,1
523779,163905,1
490037,164357,1
519421,154681,1
504373,165819,1
513957,139202,1
486422,178919,1
533351,147778,1
511030,221292,1
496069,102201,1
496491,171534,1
497254,171940,1
518892,165875,1
481083,151953,1
507741,178883,1
486224,196184,1
509039,173839,1
462658,75167,1
519680,208378,1
499676,196897,1
480876,160465,1
521032,177084,1
486034,196122,1
505225,158750,1
485968,123023,1
478442,125560,1
502355,164119,1
502915,183059,1
497211,174121,1
537174,194410,1
505293,194591,1
491442,116195,1
473202,140745,1
505079,219082,1
541455,223176,1
528938,174372,1
528094,178343,1
520759,184923,1
538994,179328,1
507832,181513,1
493897,189627,1
514408,173338,1
514391,156592,1
513362,223841,1
443618,157237,1
477746,163845,1
480571,204150,1
486326,174643,1
505384,174535,1
541220,177840,1
522869,176818,1
497255,188783,1
545240,221008,1
512291,169608,1
576158,210283,1
508099,175066,1
545455,182232,1
537836,177165,1
508597,173640,1
507445,193647,1
524397,239456,1
527753,213985,1
528766,239937,1
481356,162127,1
541498,192746,1
506142,170513,1
494574,198972,1
477901,173288,1
509223,177592,1
532010,176195,1
541006,175198,1
490355,153464,1
566524,179796,1
550216,184337,1
516085,195504,1
523796,219588,1
511118,175212,1
445043,152257,1
497582,190801,1
514622,206979,1
479631,178459,1
496476,140337,1
498389,178069,1
506361,225237,1
519396,177174,1
529409,157228,1
501111,157402,1
514219,167014,1
558307,203307,1
545957,196749,1
508080,175697,1
589900,217899,1
509383,167302,1
474516,189144,1
498730,183037,1
473093,188791,1
471328,176297,1
510901,175806,1
559809,162597,1
499272,168413,1
514981,172608,1
511289,183247,1
455460,153040,1
519962,175210,1
532549,172894,1
516128,178722,1
519113,194925,1
502877,192740,1
520782,134308,1
574369,207483,1
515494,188459,1
486870,146947,1
484395,107291,1
504243,237336,1
483776,213021,1
536623,213083,1
544539,180391,1
502002,166223,1
500801,185558,1
525670,184762,1
481841,209337,1
494317,170837,1
521153,242968,1
473933,191767,1
524502,248106,1
487952,168607,1
460133,173081,1
453261,148432,1
491792,214464,1
497815,165151,1
515348,184750,1
598908,254032,1
558478,213316,1
538228,168834,1
464634,173867,1
518675,175686,1
533566,214619,1
540196,180312,1
500360,213540,1
517882,175467,1
549642,157506,1
511368,173673,1
506815,173387,1
500192,192292,1
533775,163036,1
511484,160453,1
489062,200329,1
537514,179689,1
551867,170425,1
406184,394506,0
417996,408162,0
428667,451233,0
425386,379634,1
388202,405780,0
370955,325071,1
353749,391896,0
398629,401626,0
393402,401018,0
465599,383470,1
400257,404936,0
444610,400247,1
392046,391220,0
410506,395586,0
508805,429073,1
424782,449687,0
384467,407359,0
397399,403186,0
449683,388863,1
387756,435588,0
451753,383440,1
414448,429790,0
394599,409068,0
387330,409037,0
402109,430185,0
393825,453067,0
412111,418466,0
397213,377839,0
361159,436327,0
383075,447616,0
383832,340506,1
402227,414685,0
411957,397796,0
377408,395123,0
417231,381303,1
442915,420573,0
415394,396940,0
420792,430901,0
397791,444527,0
385804,393101,0
384572,388523,0
402069,434868,0
414997,432597,0
392919,405103,0
396150,430329,0
439145,407748,1
401240,354085,1
424228,442208,0
336023,416862,0
351352,362910,0
413549,408517,0
341775,425156,0
424811,413300,0
402677,412615,0
419118,421655,0
354601,358760,0
410682,349328,1
399020,404042,0
392258,405478,0
353941,399967,0
411471,446824,0
397158,370362,1
431117,394746,1
395246,392783,0
400468,405703,0
354094,424230,0
352429,359750,0
358830,431609,0
387039,365758,1
395013,387179,0
400545,404212,0
435067,403802,1
394436,450912,0
376444,371957,0
433463,410297,0
426625,475977,0
424241,452915,0
396520,405610,0
347638,429109,0
374797,407601,0
451670,388347,1
373684,418326,0
412615,403902,0
392428,402295,0
389868,410718,0
383022,409854,0
468350,395883,1
373339,398565,0
383878,376230,0
434815,388041,1
368864,411216,0
321050,422497,0
276794,384458,0
383197,409869,0
381340,409680,0
415521,368125,1
404288,349685,1
367922,415238,0
422056,382193,1
407334,445969,0
373917,427628,0
422261,374345,1
392728,411341,0
336585,420977,0
401730,354294,1
401854,402867,0
401330,395538,0
393903,387227,0
399188,402459,0
389510,370897,0
399858,403574,0
343651,438750,0
388743,388465,0
398246,406245,0
400727,396769,0
399077,403968,0
402071,427626,0
405902,394724,0
383992,398245,0
372230,412488,0
418086,394699,0
400305,466024,0
380458,329635,1
338347,337961,0
411171,426853,0
392447,408539,0
375233,399429,0
385338,440797,0
397764,406712,0
414290,393146,0
394846,407130,0
402252,414628,0
332913,385678,0
396517,394572,0
388479,343648,1
405569,411933,0
444816,409502,1
393659,439272,0
415222,434798,0
396621,381952,0
416893,347737,1
398980,407667,0
404273,429948,0
397851,400846,0
447192,359893,1
350428,392503,0
451853,420873,1
402566,415798,0
362753,369848,0
407188,396576,0
380139,434251,0
409167,449719,0
405470,392374,0
359036,365793,0
398617,402424,0
408714,391412,0
382222,441817,0
403751,385539,0
400548,402390,0
393828,404314,0
373943,376926,0
390182,360941,1
391776,409868,0
342501,336320,0
401923,417123,0
342400,426090,0
405325,407466,0
369480,377148,0
416110,374296,1
401162,412142,0
442931,430123,0
478361,409520,1
401313,405195,0
357466,354094,0
417617,414816,0
417281,410881,0
470047,410943,1
378824,430343,0
369227,397853,0
397918,462032,0
397331,407010,0
427810,400178,1
401708,409924,0
426172,363147,1
401411,414503,0
409823,412908,0
386068,422517,0
398255,405428,0
346358,384801,0
397735,448097,0
348847,425164,0
394761,461494,0
357253,388075,0
402267,410395,0
415233,441297,0
404445,402466,0
408224,399767,0
369044,371649,0
343119,382074,0
416750,435776,0
387103,401925,0
368200,364844,0
393758,439738,0
418623,404382,0
402660,406054,0
427749,457110,0
405356,391545,0
432184,395118,1
322936,368566,0
402710,424367,0
456025,389630,1
395450,407822,0
377941,403683,0
407576,434017,0
348263,386451,0
391966,387214,0
392576,406460,0
380236,460907,0
398153,407081,0
399942,385908,0
398795,472619,0
467535,416014,1
377758,413906,0
398724,404179,0
396710,378698,0
377588,402670,0
408992,462226,0
423371,373970,1
412861,434751,0
403160,392159,0
395168,404189,0
399346,423786,0
409244,460295,0
429515,393708,1
370602,353215,0
356739,417826,0
408147,436628,0
436362,379677,1
399291,386712,0
396081,396707,0
419200,403389,0
383855,390984,0
370252,347498,1
460198,402706,1
418046,358461,1
408500,393942,0
397618,404912,0
392660,395873,0
406739,400918,0
439048,403700,1
392424,375266,0
379128,418858,0
391970,419802,0
389279,424006,0
468907,448885,0
410601,410653,0
396556,406492,0
417795,405673,0
375971,427549,0
414374,439977,0
368363,409733,0
402081,407514,0
399753,404222,0
424840,479570,0
381863,416651,0
394606,401451,0
389520,406500,0
418140,415328,0
387461,394402,0
391384,413273,0
391439,399819,0
365223,422531,0
407189,437102,0
415933,422485,0
402031,426039,0
428513,456990,0
382396,405483,0
368166,429422,0
418636,440000,0
411674,402377,0
424365,371987,1
394159,411676,0
371548,414612,0
460628,434107,0
399717,403257,0
361875,448199,0
393424,399084,0
333682,401078,0
377870,377550,0
405117,364266,1
452398,378671,1
397889,398501,0
424089,352640,1
417494,392231,1
402851,395579,0
376493,366302,0
460684,371809,1
449571,387141,1
405322,414743,0
420489,448078,0
377975,461076,0
492551,434649,1
477323,384551,1
359740,379592,0
429653,438596,0
361814,411086,0
400660,404811,0
410418,409414,0
392162,355397,1
376145,414107,0
371464,328177,1
379593,380662,0
448231,384406,1
404157,406324,0
420616,401526,0
398985,413427,0
400538,407020,0
391530,398743,0
408182,408351,0
435926,408504,1
411090,435389,0
398311,383357,0
409291,431539,0
399460,399410,0
400473,408327,0
399693,395271,0
431437,436764,0
312123,419763,0
411053,432808,0
401616,404245,0
364455,436191,0
407833,402474,0
367864,442851,0
437870,375761,1
308726,371721,0
418996,389541,1
371498,393120,0
407429,399155,0
380749,403860,0
399997,411205,0
377215,418429,0
380202,396671,0
436034,385951,1
395210,357805,1
415136,446807,0
315013,318367,0
372424,413163,0
340966,420480,0
354767,417464,0
387165,404027,0
854654,549222,2
889260,541423,2
870826,524625,2
868025,569296,2
861364,598127,2
825141,535997,2
906640,587296,2
906396,535803,2
887896,558572,2
817776,525600,2
844066,546029,2
848976,558706,2
897131,604582,2
845120,549830,2
872241,556733,2
857818,534525,2
794265,594573,2
857126,548151,2
842786,614034,2
889975,589361,2
841130,529745,2
813561,583156,2
855603,542414,2
887556,531797,2
837032,509264,2
852037,649724,2
793791,581315,2
904450,533427,2
879722,550246,2
839088,528460,2
869369,536868,2
871873,509094,2
900991,497149,2
919544,541255,2
860520,544023,2
863042,557890,2
889805,522039,2
879031,489881,2
852918,552112,2
903840,586229,2
932662,537069,2
908506,549611,2
867533,542290,2
844617,499013,2
862002,534006,2
883981,607581,2
864265,549505,2
883062,547498,2
860870,546516,2
895565,501871,2
843344,604964,2
864059,545894,2
830888,544022,2
858819,544904,2
853562,531620,2
873791,606643,2
859213,538040,2
841843,503359,2
842719,506205,2
847904,574114,2
863859,546898,2
888919,535805,2
855045,547633,2
863102,545783,2
829747,530312,2
850607,565348,2
810277,520837,2
879104,595389,2
840406,538772,2
838367,536676,2
837457,518745,2
861519,531277,2
816056,542574,2
862534,547936,2
808555,600511,2
862571,550965,2
832010,554080,2
882403,534710,2
840020,568424,2
865030,541150,2
846594,522941,2
890223,556874,2
873136,513309,2
846622,553552,2
905770,531812,2
803216,577565,2
914183,620056,2
877510,555087,2
861193,573954,2
840994,578455,2
875640,561262,2
876782,536438,2
849501,552769,2
866973,550375,2
906382,534459,2
822722,553764,2
861656,545794,2
856991,546255,2
865081,551012,2
895680,609341,2
867801,548156,2
846324,557586,2
840059,534876,2
860473,545982,2
937823,540173,2
886532,500026,2
904133,534915,2
880545,506175,2
833499,504718,2
854979,539793,2
818739,545052,2
825596,639465,2
838036,542999,2
846216,528037,2
850790,525740,2
864040,538985,2
869818,543227,2
879309,561548,2
860563,534839,2
846082,541026,2
860151,543055,2
847292,559228,2
838239,576018,2
837307,548214,2
853093,586321,2
884326,479802,2
838978,622330,2
842903,567914,2
832490,450680,2
844948,563321,2
859577,544625,2
908409,591215,2
819843,570485,2
875625,599766,2
887780,536497,2
884613,507507,2
849858,524682,2
846741,539481,2
870630,516603,2
843111,581603,2
869718,536928,2
857648,511640,2
881571,532467,2
860230,528054,2
861966,562885,2
898736,548642,2
961951,577029,2
866878,501919,2
874791,559085,2
874239,594786,2
915504,527751,2
758172,608152,2
859515,505303,2
861033,507671,2
837880,444574,2
827672,545966,2
869960,562146,2
858151,548242,2
877440,529137,2
821835,564313,2
846371,578530,2
829482,475863,2
860507,526669,2
878696,530134,2
837312,572687,2
886773,509047,2
879805,547494,2
859679,541785,2
910683,612854,2
860863,546060,2
874110,541972,2
790149,565157,2
873984,580836,2
873742,448214,2
894785,440382,2
874312,574582,2
879902,518647,2
851462,526597,2
839012,550376,2
808097,502521,2
879500,590791,2
864721,548447,2
866044,584750,2
876151,582116,2
819250,517655,2
807278,566392,2
872033,558924,2
894268,532597,2
846752,613846,2
850478,566230,2
849777,531138,2
823584,568458,2
823202,619103,2
843715,568319,2
861023,545953,2
889743,560547,2
862785,579661,2
880833,537039,2
854374,550707,2
842616,515205,2
860721,547751,2
831024,505776,2
829240,591428,2
860384,555572,2
853348,525893,2
849118,571562,2
856167,542249,2
853874,560250,2
838808,524944,2
814561,575281,2
773292,531652,2
891515,520429,2
805884,549492,2
833437,556713,2
843432,490725,2
791355,529644,2
865157,562132,2
920249,551171,2
808777,512952,2
898916,630099,2
863706,491401,2
857231,551055,2
877413,541536,2
838821,563842,2
854037,528890,2
824475,518063,2
857360,562228,2
856437,532452,2
862117,600081,2
839280,539324,2
885379,603686,2
859185,553000,2
865020,550686,2
882007,593653,2
861027,546004,2
846772,509036,2
844627,556401,2
861069,548327,2
854342,541611,2
844086,531300,2
923996,594948,2
832154,559403,2
803202,549001,2
856619,544008,2
897286,558004,2
851216,516166,2
858537,548576,2
828001,524067,2
849327,548496,2
858278,544519,2
793875,473793,2
766617,548142,2
847728,576707,2
858418,546935,2
816840,539239,2
852687,540692,2
861927,562723,2
892382,513991,2
811745,461099,2
800152,576217,2
870139,566584,2
859492,572224,2
830226,483466,2
850674,533083,2
834632,541216,2
899052,526048,2
925485,596955,2
893145,551400,2
839493,521150,2
883434,581923,2
873380,495161,2
765011,607246,2
898578,612291,2
906772,510158,2
858325,586062,2
795909,462864,2
812634,554848,2
846841,533595,2
810817,509540,2
826192,577784,2
856552,545271,2
848628,503773,2
784291,581417,2
890613,567037,2
870936,575427,2
851166,532382,2
871544,592403,2
870337,534303,2
819580,545900,2
912649,498734,2
870214,556246,2
853279,560714,2
857319,543529,2
878519,606677,2
858057,542933,2
860375,544804,2
888111,525539,2
892877,544283,2
788776,582930,2
875311,542259,2
875248,462524,2
835831,555864,2
885828,586348,2
916704,609548,2
893991,544467,2
866352,535933,2
872247,494281,2
832372,600070,2
902302,514170,2
877298,565604,2
873636,510687,2
854818,554389,2
915666,506439,2
905849,524809,2
862062,545736,2
871981,649086,2
900829,590250,2
859419,546754,2
855983,534803,2
916082,517633,2
874877,535143,2
885963,528959,2
853439,518568,2
855177,626376,2
814249,488483,2
857283,548467,2
865489,548920,2
913686,576892,2
880275,564545,2
861381,546835,2
880958,588608,2
868979,528502,2
872237,555834,2
861868,549168,2
836951,546244,2
836874,555991,2
769546,554722,2
855074,542557,2
868128,568529,2
878859,540155,2
852267,498220,2
874125,543036,2
846646,548548,2
851517,541076,2
806888,492319,2
831779,577161,2
860259,545444,2
892423,530999,2
838442,506780,2
853291,557685,2
730887,825972,2
645233,927201,2
645563,819480,2
573324,878802,2
693699,822637,2
649412,856993,2
684558,878573,2
656658,854609,2
651506,856097,2
618405,842859,2
667280,765619,2
600996,890782,2
674463,862486,2
676694,851597,2
620685,880813,2
716590,874975,2
721401,951880,2
657094,857640,2
644693,867371,2
633601,861482,2
673646,857346,2
657184,855509,2
708244,871834,2
659081,860560,2
657811,885904,2
642843,909185,2
709303,897538,2
610505,851476,2
612648,772280,2
673196,812941,2
673267,883727,2
694451,863981,2
678869,902492,2
690018,819280,2
677983,890077,2
639997,865965,2
709254,847444,2
679799,858680,2
664355,831472,2
659166,861665,2
692386,863386,2
688076,833905,2
680506,840053,2
641840,886745,2
673292,857105,2
622212,860015,2
736557,897961,2
668234,886696,2
675013,876331,2
675902,853961,2
695092,820091,2
730287,897070,2
691716,873426,2
722404,952207,2
678606,878004,2
664156,846474,2
688118,911574,2
674492,861230,2
675382,836312,2
664639,925795,2
626334,852383,2
669690,842110,2
653177,819935,2
674265,861435,2
677404,883871,2
672212,860894,2
715956,900724,2
674236,877152,2
679818,860064,2
578509,923881,2
680381,823757,2
720629,816515,2
640210,902029,2
671772,860357,2
618009,867493,2
672628,882986,2
680261,863401,2
682100,853708,2
681049,846975,2
668567,856554,2
656957,871011,2
662293,872590,2
673953,835926,2
718544,888401,2
648590,917839,2
699124,824089,2
668367,855686,2
675866,868784,2
700098,894685,2
683156,877209,2
661357,801817,2
789095,895634,2
673332,857517,2
627452,835854,2
672059,860501,2
665048,854911,2
683580,872374,2
668839,882598,2
682510,905902,2
671235,856653,2
680228,843225,2
662249,918050,2
674961,865594,2
679211,886670,2
676220,858214,2
567861,856582,2
668228,858122,2
682241,850176,2
712262,856869,2
671325,856592,2
680592,858526,2
683098,847245,2
646816,829778,2
675633,863416,2
677551,860007,2
683656,842406,2
678195,860537,2
700747,821557,2
679054,898217,2
676360,866112,2
665308,868551,2
665775,845662,2
660459,860658,2
670119,859029,2
672068,874862,2
644301,925034,2
704574,866263,2
665660,828338,2
680579,836946,2
682053,853410,2
672544,859978,2
713088,880834,2
680969,838864,2
674151,853540,2
664903,839150,2
641902,755287,2
683610,910782,2
676962,897430,2
594720,848457,2
658748,777680,2
700341,869730,2
640432,837036,2
668519,860048,2
672668,861428,2
638004,837697,2
673071,856021,2
668772,858570,2
636871,929410,2
599612,859210,2
739318,810528,2
654937,781879,2
663095,949045,2
658734,883214,2
647968,877873,2
682699,851115,2
684739,884934,2
667620,855461,2
616281,845406,2
697161,840318,2
679237,862389,2
664260,859029,2
674121,858589,2
700962,927047,2
723397,859761,2
648230,857418,2
677896,867053,2
680828,839011,2
680757,826912,2
673826,880137,2
694897,834591,2
683585,905984,2
671609,815681,2
669748,863109,2
674659,860894,2
659734,844127,2
656156,868643,2
653258,860766,2
684131,898331,2
666516,859837,2
655237,871554,2
653592,959882,2
659280,845579,2
646422,900526,2
627580,840406,2
604546,847329,2
631316,837043,2
705518,925936,2
662898,884734,2
718088,852181,2
666315,872311,2
710082,881600,2
674433,860605,2
685821,816579,2
678856,850293,2
669427,846395,2
687043,806921,2
657981,866945,2
676480,860779,2
704065,832648,2
669178,866011,2
693783,860206,2
683027,876064,2
670957,810768,2
674134,908464,2
637665,858741,2
664325,877878,2
664025,801796,2
672800,874378,2
685124,873363,2
674496,870664,2
684602,823981,2
677769,841641,2
651576,865180,2
650720,817440,2
674472,860330,2
673028,860593,2
683413,861559,2
669638,842011,2
674365,860819,2
687360,862438,2
662684,813662,2
673242,886958,2
674311,859933,2
595580,798572,2
636769,854047,2
685551,798742,2
663945,828490,2
717187,883275,2
706906,885612,2
675988,841317,2
671976,864630,2
669366,869654,2
651216,815098,2
676767,832479,2
657879,857942,2
665828,868934,2
674905,876286,2
640000,863831,2
672818,881943,2
634800,823669,2
658590,886551,2
639463,847461,2
625416,868848,2
672266,862875,2
723173,872525,2
688098,908495,2
673410,863889,2
679788,889464,2
615826,863168,2
598671,854219,2
753254,840123,2
669430,905798,2
726847,875488,2
648443,845340,2
674114,970756,2
675551,956849,2
677459,896720,2
634004,895206,2
653745,809028,2
682420,846881,2
666636,858686,2
682481,879399,2
656834,885944,2
718257,857481,2
672598,856928,2
693997,774817,2
612392,916853,2
671444,860206,2
671404,857240,2
689628,868984,2
704570,845515,2
652233,886054,2
705929,851313,2
682315,843851,2
667131,849230,2
707894,904500,2
649345,864613,2
629998,877765,2
659542,840985,2
621278,888326,2
682304,876841,2
679747,860939,2
663049,843538,2
672876,844123,2
689948,850548,2
696257,894819,2
629377,853726,2
658034,897179,2
696808,866039,2
699668,863774,2
669697,859388,2
606506,766728,2
672474,868765,2
697011,856357,2
708262,945359,2
653181,886417,2
674521,861127,2
729194,856897,2
663168,859429,2
644843,838626,2
672797,843231,2
680677,868629,2
614497,830844,2
646671,857872,2
679242,853941,2
665697,929571,2
749941,916922,2
602365,916673,2
684537,843821,2
694308,904062,2
731712,878998,2
667713,847241,2
730383,879136,2
689363,817577,2
728743,850843,2
683941,915579,2
722463,882675,2
670519,870010,2
683252,858182,2
669288,860515,2
675357,870850,2
673449,860643,2
687325,883004,2
603472,894573,2
669713,851017,2
693362,837786,2
605535,925341,2
687078,791051,2
672387,800443,2
683048,937776,2
713579,879202,2
571669,873544,2
695260,824882,2
702654,841548,2
601619,825604,2
564416,878492,2
703773,870419,2
674931,870112,2
673140,864863,2
681053,892766,2
683321,873932,2
701017,931252,2
645677,814395,2
677362,853471,2
659046,930099,2
665426,853940,2
691827,863963,2
650661,861267,2
599647,858702,2
684091,842566,2
